group,image_team,image_player,name_norm,team_norm,image_count,folder_path
Group G,Brazil,Fred,fred,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Fred
Group G,Brazil,Gabriel Jesus,gabriel jesus,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Gabriel Jesus
Group G,Brazil,Gabriel Martinelli,gabriel martinelli,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Gabriel Martinelli
Group G,Brazil,Lucas Paquetá,lucas paqueta,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Lucas Paquet├í
Group G,Brazil,Marquinhos,marquinhos,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Marquinhos
Group G,Brazil,Neymar,neymar,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Neymar
Group G,Brazil,Pedro,pedro,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Pedro
Group G,Brazil,Raphinha,raphinha,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Raphinha
Group G,Brazil,Richarlison,richarlison,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Richarlison
Group G,Brazil,Rodrygo,rodrygo,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Rodrygo
Group G,Brazil,Thiago Silva,thiago silva,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Thiago Silva (captain)
Group G,Brazil,Vinícius Júnior,vinicius junior,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Vin├¡cius J├║nior
Group G,Brazil,Weverton,weverton,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_Weverton
Group G,Brazil,Éder Militão,eder militao,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_├ëder Milit├úo
Group G,Brazil,Éverton Ribeiro,everton ribeiro,brazil,50,data\raw\player-images\Images\Images\Group G\Brazil Players\Images_├ëverton Ribeiro
Group G,Cameroon,André Onana,andre onana,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Andr├⌐ Onana
Group G,Cameroon,André-Frank Zambo Anguissa,andre frank zambo anguissa,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Andr├⌐-Frank Zambo Anguissa
Group G,Cameroon,Bryan Mbeumo,bryan mbeumo,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Bryan Mbeumo
Group G,Cameroon,Christian Bassogog,christian bassogog,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Christian Bassogog
Group G,Cameroon,Christopher Wooh,christopher wooh,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Christopher Wooh
Group G,Cameroon,Collins Fai,collins fai,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Collins Fai
Group G,Cameroon,Devis Epassy,devis epassy,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Devis Epassy
Group G,Cameroon,Enzo Ebosse,enzo ebosse,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Enzo Ebosse
Group G,Cameroon,Eric Maxim Choupo-Moting,eric maxim choupo moting,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Eric Maxim Choupo-Moting
Group G,Cameroon,Gaël Ondoua,gael ondoua,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Ga├½l Ondoua
Group G,Cameroon,Georges-Kévin Nkoudou,georges kevin nkoudou,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Georges-K├⌐vin Nkoudou
Group G,Cameroon,Jean-Charles Castelletto,jean charles castelletto,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Jean-Charles Castelletto
Group G,Cameroon,Jean-Pierre Nsame,jean pierre nsame,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Jean-Pierre Nsame
Group G,Cameroon,Jerome Ngom Mbekeli,jerome ngom mbekeli,cameroon,26,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Jerome Ngom Mbekeli
Group G,Cameroon,Karl Toko Ekambi,karl toko ekambi,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Karl Toko Ekambi
Group G,Cameroon,Martin Hongla,martin hongla,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Martin Hongla
Group G,Cameroon,Moumi Ngamaleu,moumi ngamaleu,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Moumi Ngamaleu
Group G,Cameroon,Nicolas Nkoulou,nicolas nkoulou,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Nicolas Nkoulou
Group G,Cameroon,Nouhou Tolo,nouhou tolo,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Nouhou Tolo
Group G,Cameroon,Olivier Mbaizo,olivier mbaizo,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Olivier Mbaizo
Group G,Cameroon,Olivier Ntcham,olivier ntcham,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Olivier Ntcham
Group G,Cameroon,Pierre Kunde,pierre kunde,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Pierre Kunde
Group G,Cameroon,Samuel Gouet,samuel gouet,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Samuel Gouet
Group G,Cameroon,Simon Ngapandouetnbu,simon ngapandouetnbu,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Simon Ngapandouetnbu
Group G,Cameroon,Souaibou Marou,souaibou marou,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Souaibou Marou
Group G,Cameroon,Vincent Aboubakar,vincent aboubakar,cameroon,50,data\raw\player-images\Images\Images\Group G\Cameroon Players\Images_Vincent Aboubakar (captain)
Group G,Serbia,Aleksandar Mitrović,aleksandar mitrovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Aleksandar Mitrovi─ç
Group G,Serbia,Andrija Živković,andrija zivkovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Andrija ┼╜ivkovi─ç
Group G,Serbia,Darko Lazović,darko lazovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Darko Lazovi─ç
Group G,Serbia,Dušan Tadić,dusan tadic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Du┼ían Tadi─ç (captain)
Group G,Serbia,Dušan Vlahović,dusan vlahovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Du┼ían Vlahovi─ç
Group G,Serbia,Filip Kostić,filip kostic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Filip Kosti─ç
Group G,Serbia,Filip Mladenović,filip mladenovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Filip Mladenovi─ç
Group G,Serbia,Filip Đuričić,filip uricic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Filip ─Éuri─ìi─ç
Group G,Serbia,Ivan Ilić,ivan ilic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Ivan Ili─ç
Group G,Serbia,Luka Jović,luka jovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Luka Jovi─ç
Group G,Serbia,Marko Dmitrović,marko dmitrovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Marko Dmitrovi─ç
Group G,Serbia,Marko Grujić,marko grujic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Marko Gruji─ç
Group G,Serbia,Miloš Veljković,milos veljkovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Milo┼í Veljkovi─ç
Group G,Serbia,Nemanja Gudelj,nemanja gudelj,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Nemanja Gudelj
Group G,Serbia,Nemanja Maksimović,nemanja maksimovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Nemanja Maksimovi─ç
Group G,Serbia,Nemanja Radonjić,nemanja radonjic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Nemanja Radonji─ç
Group G,Serbia,Nikola Milenković,nikola milenkovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Nikola Milenkovi─ç
Group G,Serbia,Predrag Rajković,predrag rajkovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Predrag Rajkovi─ç
Group G,Serbia,Saša Lukić,sasa lukic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Sa┼ía Luki─ç
Group G,Serbia,Sergej Milinković-Savić,sergej milinkovic savic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Sergej Milinkovi─ç-Savi─ç
Group G,Serbia,Srđan Babić,sr an babic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Sr─æan Babi─ç
Group G,Serbia,Stefan Mitrović,stefan mitrovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Stefan Mitrovi─ç
Group G,Serbia,Strahinja Eraković,strahinja erakovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Strahinja Erakovi─ç
Group G,Serbia,Strahinja Pavlović,strahinja pavlovic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Strahinja Pavlovi─ç
Group G,Serbia,Uroš Račić,uros racic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Uro┼í Ra─ìi─ç
Group G,Serbia,Vanja Milinković-Savić,vanja milinkovic savic,serbia,50,data\raw\player-images\Images\Images\Group G\Serbia Players\Images_Vanja Milinkovi─ç-Savi─ç
Group G,Switzerland,Ardon Jashari,ardon jashari,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Ardon Jashari
Group G,Switzerland,Breel Embolo,breel embolo,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Breel Embolo
Group G,Switzerland,Christian Fassnacht,christian fassnacht,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Christian Fassnacht
Group G,Switzerland,Denis Zakaria,denis zakaria,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Denis Zakaria
Group G,Switzerland,Djibril Sow,djibril sow,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Djibril Sow
Group G,Switzerland,Edimilson Fernandes,edimilson fernandes,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Edimilson Fernandes
Group G,Switzerland,Eray Cömert,eray comert,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Eray C├╢mert
Group G,Switzerland,Fabian Frei,fabian frei,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Fabian Frei
Group G,Switzerland,Fabian Rieder,fabian rieder,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Fabian Rieder
Group G,Switzerland,Fabian Schär,fabian schar,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Fabian Sch├ñr
Group G,Switzerland,Granit Xhaka,granit xhaka,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Granit Xhaka (captain)
Group G,Switzerland,Gregor Kobel,gregor kobel,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Gregor Kobel
Group G,Switzerland,Haris Seferovic,haris seferovic,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Haris Seferovic
Group G,Switzerland,Jonas Omlin,jonas omlin,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Jonas Omlin
Group G,Switzerland,Manuel Akanji,manuel akanji,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Manuel Akanji
Group G,Switzerland,Michel Aebischer,michel aebischer,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Michel Aebischer
Group G,Switzerland,Nico Elvedi,nico elvedi,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Nico Elvedi
Group G,Switzerland,Noah Okafor,noah okafor,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Noah Okafor
Group G,Switzerland,Philipp Köhn,philipp kohn,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Philipp K├╢hn
Group G,Switzerland,Remo Freuler,remo freuler,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Remo Freuler
Group G,Switzerland,Renato Steffen,renato steffen,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Renato Steffen
Group G,Switzerland,Ricardo Rodriguez,ricardo rodriguez,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Ricardo Rodriguez
Group G,Switzerland,Ruben Vargas,ruben vargas,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Ruben Vargas
Group G,Switzerland,Silvan Widmer,silvan widmer,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Silvan Widmer
Group G,Switzerland,Xherdan Shaqiri,xherdan shaqiri,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Xherdan Shaqiri
Group G,Switzerland,Yann Sommer,yann sommer,switzerland,50,data\raw\player-images\Images\Images\Group G\Switzerland Players\Images_Yann Sommer
Group H,Ghana,Abdul Fatawu Issahaku,abdul fatawu issahaku,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Abdul Fatawu Issahaku
Group H,Ghana,Abdul Manaf Nurudeen,abdul manaf nurudeen,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Abdul Manaf Nurudeen
Group H,Ghana,Alexander Djiku,alexander djiku,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Alexander Djiku
Group H,Ghana,Alidu Seidu,alidu seidu,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Alidu Seidu
Group H,Ghana,André Ayew,andre ayew,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Andr├⌐ Ayew (captain)
Group H,Ghana,Antoine Semenyo,antoine semenyo,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Antoine Semenyo
Group H,Ghana,Baba Rahman,baba rahman,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Baba Rahman
Group H,Ghana,Daniel Afriyie,daniel afriyie,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Daniel Afriyie
Group H,Ghana,Daniel Amartey,daniel amartey,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Daniel Amartey
Group H,Ghana,Daniel-Kofi Kyereh,daniel kofi kyereh,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Daniel-Kofi Kyereh
Group H,Ghana,Denis Odoi,denis odoi,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Denis Odoi
Group H,Ghana,Elisha Owusu,elisha owusu,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Elisha Owusu
Group H,Ghana,Gideon Mensah,gideon mensah,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Gideon Mensah
Group H,Ghana,Ibrahim Danlad,ibrahim danlad,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Ibrahim Danlad
Group H,Ghana,Iñaki Williams,inaki williams,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_I├▒aki Williams
Group H,Ghana,Jordan Ayew,jordan ayew,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Jordan Ayew
Group H,Ghana,Joseph Aidoo,joseph aidoo,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Joseph Aidoo
Group H,Ghana,Kamal Sowah,kamal sowah,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Kamal Sowah
Group H,Ghana,Kamaldeen Sulemana,kamaldeen sulemana,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Kamaldeen Sulemana
Group H,Ghana,Lawrence Ati-Zigi,lawrence ati zigi,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Lawrence Ati-Zigi
Group H,Ghana,Mohammed Kudus,mohammed kudus,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Mohammed Kudus
Group H,Ghana,Mohammed Salisu,mohammed salisu,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Mohammed Salisu
Group H,Ghana,Osman Bukari,osman bukari,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Osman Bukari
Group H,Ghana,Salis Abdul Samed,salis abdul samed,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Salis Abdul Samed
Group H,Ghana,Tariq Lamptey,tariq lamptey,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Tariq Lamptey
Group H,Ghana,Thomas Partey,thomas partey,ghana,50,data\raw\player-images\Images\Images\Group H\Ghana Players\Images_Thomas Partey
Group H,Portugal,André Silva,andre silva,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Andr├⌐ Silva
Group H,Portugal,António Silva,antonio silva,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Ant├│nio Silva
Group H,Portugal,Bernardo Silva,bernardo silva,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Bernardo Silva
Group H,Portugal,Bruno Fernandes,bruno fernandes,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Bruno Fernandes
Group H,Portugal,Cristiano Ronaldo,cristiano ronaldo,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Cristiano Ronaldo (captain)
Group H,Portugal,Danilo Pereira,danilo pereira,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Danilo Pereira
Group H,Portugal,Diogo Costa,diogo costa,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Diogo Costa
Group H,Portugal,Diogo Dalot,diogo dalot,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Diogo Dalot
Group H,Portugal,Gonçalo Ramos,goncalo ramos,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Gon├ºalo Ramos
Group H,Portugal,José Sá,jose sa,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Jos├⌐ S├í
Group H,Portugal,João Cancelo,joao cancelo,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Jo├úo Cancelo
Group H,Portugal,João Félix,joao felix,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Jo├úo F├⌐lix
Group H,Portugal,João Mário,joao mario,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Jo├úo M├írio
Group H,Portugal,João Palhinha,joao palhinha,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Jo├úo Palhinha
Group H,Portugal,Matheus Nunes,matheus nunes,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Matheus Nunes
Group H,Portugal,Nuno Mendes,nuno mendes,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Nuno Mendes
Group H,Portugal,Otávio,otavio,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Ot├ívio
Group H,Portugal,Pepe,pepe,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Pepe
Group H,Portugal,Rafael Leão,rafael leao,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Rafael Le├úo
Group H,Portugal,Raphaël Guerreiro,raphael guerreiro,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Rapha├½l Guerreiro
Group H,Portugal,Ricardo Horta,ricardo horta,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Ricardo Horta
Group H,Portugal,Rui Patrício,rui patricio,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Rui Patr├¡cio
Group H,Portugal,Rúben Dias,ruben dias,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_R├║ben Dias
Group H,Portugal,Rúben Neves,ruben neves,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_R├║ben Neves
Group H,Portugal,Vitinha,vitinha,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_Vitinha
Group H,Portugal,William Carvalho,william carvalho,portugal,50,data\raw\player-images\Images\Images\Group H\Portugal Players\Images_William Carvalho
Group H,South Korea,Cho Gue-sung,cho gue sung,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Cho Gue-sung
Group H,South Korea,Cho Yu-min,cho yu min,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Cho Yu-min
Group H,South Korea,Hong Chul,hong chul,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Hong Chul
Group H,South Korea,Hwang Hee-chan,hwang hee chan,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Hwang Hee-chan
Group H,South Korea,Hwang In-beom,hwang in beom,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Hwang In-beom
Group H,South Korea,Hwang Ui-jo,hwang ui jo,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Hwang Ui-jo
Group H,South Korea,Jeong Woo-yeong,jeong woo yeong,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Jeong Woo-yeong
Group H,South Korea,Jo Hyeon-woo,jo hyeon woo,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Jo Hyeon-woo
Group H,South Korea,Jung Woo-young,jung woo young,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Jung Woo-young
Group H,South Korea,Kim Jin-su,kim jin su,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Kim Jin-su
Group H,South Korea,Kim Min-jae,kim min jae,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Kim Min-jae
Group H,South Korea,Kim Moon-hwan,kim moon hwan,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Kim Moon-hwan
Group H,South Korea,Kim Seung-gyu,kim seung gyu,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Kim Seung-gyu
Group H,South Korea,Kim Tae-hwan,kim tae hwan,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Kim Tae-hwan
Group H,South Korea,Kim Young-gwon,kim young gwon,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Kim Young-gwon
Group H,South Korea,Kwon Chang-hoon,kwon chang hoon,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Kwon Chang-hoon
Group H,South Korea,Kwon Kyung-won,kwon kyung won,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Kwon Kyung-won
Group H,South Korea,Lee Jae-sung,lee jae sung,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Lee Jae-sung
Group H,South Korea,Lee Kang-in,lee kang in,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Lee Kang-in
Group H,South Korea,Na Sang-ho,na sang ho,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Na Sang-ho
Group H,South Korea,Paik Seung-ho,paik seung ho,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Paik Seung-ho
Group H,South Korea,Son Heung-min,son heung min,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Son Heung-min (captain)
Group H,South Korea,Son Jun-ho,son jun ho,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Son Jun-ho
Group H,South Korea,Song Bum-keun,song bum keun,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Song Bum-keun
Group H,South Korea,Song Min-kyu,song min kyu,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Song Min-kyu
Group H,South Korea,Yoon Jong-gyu,yoon jong gyu,south korea,50,data\raw\player-images\Images\Images\Group H\South Korea Players\Images_Yoon Jong-gyu
Group H,Uruguay,Agustín Canobbio,agustin canobbio,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Agust├¡n Canobbio
Group H,Uruguay,Darwin Núñez,darwin nunez,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Darwin N├║├▒ez
Group H,Uruguay,Diego Godín,diego godin,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Diego God├¡n (captain)
Group H,Uruguay,Edinson Cavani,edinson cavani,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Edinson Cavani
Group H,Uruguay,Facundo Pellistri,facundo pellistri,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Facundo Pellistri
Group H,Uruguay,Facundo Torres,facundo torres,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Facundo Torres
Group H,Uruguay,Federico Valverde,federico valverde,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Federico Valverde
Group H,Uruguay,Fernando Muslera,fernando muslera,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Fernando Muslera
Group H,Uruguay,Giorgian de Arrascaeta,giorgian de arrascaeta,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Giorgian de Arrascaeta
Group H,Uruguay,Guillermo Varela,guillermo varela,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Guillermo Varela
Group H,Uruguay,José Giménez,jose gimenez,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Jos├⌐ Gim├⌐nez
Group H,Uruguay,José Luis Rodríguez,jose luis rodriguez,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Jos├⌐ Luis Rodr├¡guez
Group H,Uruguay,Lucas Torreira,lucas torreira,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Lucas Torreira
Group H,Uruguay,Luis Suárez,luis suarez,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Luis Su├írez
Group H,Uruguay,Manuel Ugarte,manuel ugarte,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Manuel Ugarte
Group H,Uruguay,Martín Cáceres,martin caceres,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Mart├¡n C├íceres
Group H,Uruguay,Mathías Olivera,mathias olivera,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Math├¡as Olivera
Group H,Uruguay,Matías Vecino,matias vecino,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Mat├¡as Vecino
Group H,Uruguay,Matías Viña,matias vina,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Mat├¡as Vi├▒a
Group H,Uruguay,Maxi Gómez,maxi gomez,uruguay,50,data\raw\player-images\Images\Images\Group H\Uruguay Players\Images_Maxi G├│mez
